ID,Possession Status,Availability Starts From,Floor No,Commercial,Developer,Units Available,Price,Price (English),Flooring Type,Covered Area,Project Name,sqft Price ,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Type of Property,City,bedroom,floors,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Property,isLuxuryServiceProvided,Property Lifespan,balconies,NRI Pref,Land Area / Covered Area,Land Area Unit
2987,Ready to Move,NA,1,N,NA,NA,29000000,2.90 Cr,NA,1150,NA,25217,NA,Mahim West,East Facing Property,Sq-ft,NA,Furnished,2,NA,East,NA,Resale,Apartment,Mumbai,2,3,F,NA,Y,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2986,Ready to Move,NA,3,N,NA,NA,28000000,2.80 Cr,NA,1000,Sumeet Sadan Cooperative Society Ltd,28000,NA,Mahim West,East Facing Property,Sq-ft,NA,Semi-Furnished,2,NA,East,NA,Resale,Apartment,Mumbai,2,7,F,NA,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2985,NA,NA,1,N,NA,NA,29900000,2.99 Cr,NA,1100,NA,27182,900,Mahim West,NA,Sq-ft,NA,Furnished,2,2 Open,NA,NA,Resale,Apartment,Mumbai,2,3,F,Sq-ft,Y,2 BHK Flat,0,NA,2,NA,NA,NA
2984,Ready to Move,NA,7,N,NA,NA,32500000,3.25 Cr,NA,720,NA,45139,720,Mahim West,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Mumbai,2,7,F,Sq-ft,Y,2 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
2983,Ready to Move,NA,13,N,Orchid Group,1,31000000,3.10 Cr,NA,650,Orchid Atrium,47692,NA,Mahim West,NA,Sq-ft,Freehold,Furnished,2,1 Covered,NA,NA,Resale,Apartment,Mumbai,2,21,F,NA,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2982,Ready to Move,NA,3,N,NA,NA,13000000,1.30 Cr,Marble,360,NA,36111,330,Mahim West,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,East,Main Road,Resale,Apartment,Mumbai,1,3,F,Sq-ft,Y,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2981,Under Construction,Jun '24,8,N,NA,6,14000000,1.40 Cr,Vitrified,500,NA,28000,384,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Mumbai,1,10,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2980,Ready to Move,NA,10,N,NA,0,90000000,9 Cr,Vitrified,1950,NA,46153,1285,Mahim West,NA,Sq-ft,Freehold,Unfurnished,4,2 Covered,East,Main Road,Resale,Apartment,Mumbai,3,20,F,Sq-ft,Y,3 BHK Flat,0,New Construction,NA,NA,NA,NA
2979,Ready to Move,NA,2,N,NA,0,13500000,1.35 Cr,"Mosaic,Vitrified,Ceramic Tiles",470,NA,28723,350,Mahim West,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,NA,NA,Resale,Apartment,Mumbai,1,7,F,Sq-ft,Y,1 BHK Flat,0,15 to 20 years,NA,NA,NA,NA
2978,Ready to Move,NA,3,N,NA,NA,24500000,2.45 Cr,Wooden,780,NA,31410,625,Mahim West,Near Mahim Railway Station West,Sq-ft,Co-operative Society,Semi-Furnished,1,NA,South - East,Main Road,Resale,Apartment,Mumbai,2,3,F,Sq-ft,Y,2 BHK Flat,0,10 to 15 years,2,Y,NA,NA
2977,Under Construction,Dec '26,15,N,Prescon Group,20,13900000,1.39 Cr,Vitrified,365,Passcode Miracle Bay,38082,NA,Mahim West,NA,Sq-ft,Freehold,Unfurnished,1,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,1,45,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2976,Under Construction,Dec '25,19,Y,NA,5,15500000,1.55 Cr,Ceramic Tiles,1220,NA,35632,1140,Mahim West,NA,Sq-ft,Freehold,Unfurnished,3,NA,North - West,Main Road,New Property,Apartment,Mumbai,1,35,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2975,Ready to Move,NA,3,N,Buildarch Land Developers Pvt. Ltd.,1,32500000,3.25 Cr,Vitrified,850,Buildarch Residency,38235,650,Mahim West,East Facing Property,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Covered,East,Main Road,Resale,Apartment,Mumbai,2,11,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,1,NA,NA,NA
2974,Ready to Move,NA,1,N,Budhawani Builder,NA,22000000,2.20 Cr,Granite,900,The Solitaire,24444,900,Mahim West,Newly Constructed Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,North,Main Road,New Property,Apartment,Mumbai,2,22,F,Sq-ft,Y,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
2973,Ready to Move,NA,15,N,Shri Ashtavinayak Developers,NA,30000000,3 Cr,NA,800,Inez Tower A and B,37500,NA,Mahim West,East Facing Property,Sq-ft,Co-operative Society,Unfurnished,2,NA,East,Main Road,Resale,Apartment,Mumbai,2,18,F,NA,Y,2 BHK Flat,0,5 to 10 years,NA,NA,NA,NA
2972,Ready to Move,NA,1,N,NA,NA,27500000,2.75 Cr,NA,750,NA,36667,NA,Mahim West,NA,Sq-ft,NA,Furnished,2,NA,NA,NA,Resale,Apartment,Mumbai,3,3,F,NA,Y,3 BHK Flat,0,NA,NA,NA,NA,NA
2971,Ready to Move,NA,7,N,Buildarch Land Developers Pvt. Ltd.,0,33000000,3.30 Cr,Vitrified,650,Buildarch Residency,50769,650,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Garden/Park,Resale,Apartment,Mumbai,2,18,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
2970,Ready to Move,NA,NA,N,Matoshree Infrastructure Pvt. Ltd.,NA,60000000,6 Cr,"Vitrified,Ceramic Tiles,Marble,Normal Tiles/Kotah Stone,Granite,Marbonite",1030,Matoshree Pearl,58252,1350,Mahim West,Near by  KAKAD Industrial estate,Sq-ft,Co-operative Society,Furnished,3,NA,West,"Garden/Park, Main Road",New Property,Apartment,Mumbai,3,NA,F,Sq-ft,Y,3 BHK Flat,0,10 to 15 years,1,NA,NA,NA
2969,Ready to Move,NA,12,N,NA,NA,60000000,6 Cr,Vitrified,1600,NA,37500,1250,Mahim West,NA,Sq-ft,Co-operative Society,Furnished,3,"1 Covered, 1 Open",South,"Garden/Park, Main Road",Resale,Apartment,Mumbai,4,13,F,Sq-ft,Y,4 BHK Flat,0,5 to 10 years,NA,Y,NA,NA
2968,Ready to Move,NA,4,N,NA,NA,14000000,1.40 Cr,Normal Tiles/Kotah Stone,450,NA,31111,NA,Mahim West,NA,Sq-ft,NA,Furnished,2,NA,West,Main Road,Resale,Builder Floor Apartment,Mumbai,1,5,F,NA,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2967,Ready to Move,NA,5,N,NA,NA,26000000,2.60 Cr,NA,850,NA,30588,700,Mahim West,NA,Sq-ft,Freehold,Unfurnished,2,NA,North,Garden/Park,Resale,Apartment,Mumbai,2,6,F,Sq-ft,Y,2 BHK Flat,0,Above 20 years,2,NA,NA,NA
2966,Ready to Move,NA,3,N,NA,NA,12500000,1.25 Cr,NA,400,NA,31250,325,Mahim West,NA,Sq-ft,Freehold,Unfurnished,2,NA,East,Main Road,Resale,Apartment,Mumbai,1,20,F,Sq-ft,Y,1 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2965,Under Construction,Dec '24,12,N,MS Suraj Estate Developers,11,15500000,1.55 Cr,Vitrified,600,Suraj Eterna,25833,350,Mahim West,NA,Sq-ft,Freehold,Unfurnished,2,"1 Covered, 1 Open",North - East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,1,23,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2964,Under Construction,Dec '27,14,Y,Prescon Group,5,45200000,4.52 Cr,"Granite,Vitrified",1900,Passcode Miracle Bay,23789,1140,Mahim West,NA,Sq-ft,Leasehold,Unfurnished,3,1 Covered,NA,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,36,F,Sq-ft,Y,3 BHK Flat,0,NA,3,NA,NA,NA
2963,Ready to Move,NA,3,N,NA,0,27500000,2.75 Cr,Ceramic Tiles,1100,NA,25000,730,Mahim West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Open,West,Main Road,Resale,Apartment,Mumbai,2,3,F,Sq-ft,Y,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2962,Under Construction,May '23,12,Y,Jewel Group,NA,75000000,7.50 Cr,NA,1650,Jewel Crest,45455,1450,Mahim West,NA,Sq-ft,Freehold,Unfurnished,3,NA,East,"Main Road, Garden/Park",New Property,Apartment,Mumbai,3,36,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2961,Ready to Move,NA,13,Y,Jewel Group,1,45000000,4.50 Cr,Vitrified,1412,Jewel Crest,31869,1130,Mahim West,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,East,Pool,Resale,Apartment,Mumbai,3,33,F,Sq-ft,Y,3 BHK Flat,0,New Construction,NA,NA,NA,NA
2960,Ready to Move,NA,1,N,NA,NA,29000000,2.90 Cr,NA,950,NA,30526,750,Mahim West,NA,Sq-ft,Freehold,Unfurnished,2,NA,East,Main Road,Resale,Apartment,Mumbai,2,12,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,1,NA,NA,NA
2959,Ready to Move,NA,2,N,NA,1,28600000,2.86 Cr,Vitrified,1030,NA,27766,752,Mahim West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,NA,NA,Resale,Apartment,Mumbai,2,10,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2958,Ready to Move,NA,3,N,NA,NA,23000000,2.30 Cr,"Vitrified,Marble",720,NA,31944,600,Mahim West,NA,Sq-ft,Freehold,Semi-Furnished,2,1 Open,East,Main Road,Resale,Apartment,Mumbai,2,4,F,Sq-ft,Y,2 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2957,Ready to Move,Dec '22,14,Y,Jewel Group,2,82500000,8.25 Cr,Marble,1450,Jewel Crest,56896,NA,Mahim West,NA,Sq-ft,Co-operative Society,Unfurnished,3,2 Covered,NA,NA,New Property,Apartment,Mumbai,3,26,F,NA,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2956,Ready to Move,NA,1,N,NA,NA,30000000,3 Cr,NA,900,NA,33333,700,Mahim West,NA,Sq-ft,NA,Unfurnished,2,NA,NA,Main Road,Resale,Apartment,Mumbai,2,10,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2955,Under Construction,Dec '25,13,N,Prescon Group,8,42000000,4.20 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",1810,Passcode Miracle Bay,23204,1140,Mahim West,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,25,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2954,Under Construction,Dec '25,10,N,Prescon Group,8,21500000,2.15 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",940,Passcode Miracle Bay,22872,560,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,2,25,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2953,Under Construction,Dec '26,36,N,Prescon Group,10,22100000,2.21 Cr,Ceramic Tiles,565,Passcode Miracle Bay,39115,560,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Mumbai,2,36,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2952,Under Construction,Dec '25,35,N,Prescon Group,4,22001000,2.20 Cr,Vitrified,812,Passcode Miracle Bay,27094,560,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,200 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,2,47,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2951,Ready to Move,Dec '22,8,N,Jewel Group,10,55000000,5.50 Cr,Marble,1835,Jewel Crest,29973,1112,Mahim West,Near hinduja hospital.,Sq-ft,Freehold,Semi-Furnished,3,1 Covered,North - East,Main Road,New Property,Apartment,Mumbai,3,21,F,Sq-ft,Y,3 BHK Flat,0,NA,NA,NA,NA,NA
2950,Ready to Move,NA,6,N,NA,0,18500000,1.85 Cr,Vitrified,430,NA,43023,500,Mahim West,NA,Sq-ft,Co-operative Society,Semi-Furnished,1,2 Covered,North,Main Road,Resale,Apartment,Mumbai,1,7,F,Sq-ft,Y,1 BHK Flat,0,10 to 15 years,NA,NA,NA,NA
2949,Ready to Move,NA,Lower Basement,N,PrinceCare Realty,2,39901000,3.99 Cr,Vitrified,1378,Zinnia,28955,950,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,3,50 Covered,East,Garden/Park,New Property,Apartment,Mumbai,3,21,F,Sq-ft,Y,3 BHK Flat,0,New Construction,NA,NA,NA,NA
2948,Ready to Move,NA,NA,N,NA,0,31000000,3.10 Cr,"Vitrified,Ceramic Tiles,Marble,Normal Tiles/Kotah Stone,Granite,Marbonite",1250,NA,24800,850,Mahim West,NA,Sq-ft,Co-operative Society,Semi-Furnished,2,1 Open,North - East,"Garden/Park, Main Road",Resale,Apartment,Mumbai,3,NA,F,Sq-ft,Y,3 BHK Flat,0,Above 20 years,1,Y,NA,NA
2947,Ready to Move,NA,10,N,Matoshree Infrastructure Pvt. Ltd.,0,56000000,5.60 Cr,"Ceramic Tiles,Vitrified,Wooden",1750,Matoshree Pearl,32000,1350,Mahim West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,2 Covered,East,Main Road,Resale,Apartment,Mumbai,3,20,F,Sq-ft,Y,3 BHK Flat,0,15 to 20 years,1,NA,NA,NA
2946,Under Construction,Dec '26,36,N,Prescon Group,10,24500000,2.45 Cr,Ceramic Tiles,590,Passcode Miracle Bay,41525,580,Mahim West,East Facing Property,Sq-ft,Freehold,Unfurnished,2,1 Covered,East,Main Road,New Property,Apartment,Mumbai,2,36,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2945,Under Construction,Jun '25,33,N,Prescon Group,NA,24500000,2.45 Cr,"Marble,Vitrified",580,Passcode Miracle Bay,42241,580,Mahim West,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,"Garden/Park, Pool",New Property,Apartment,Mumbai,2,46,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2944,Under Construction,Sep '25,12,Y,MS Suraj Estate Developers,NA,16600000,1.66 Cr,NA,442,Vitalis,37557,442,Mahim West,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,North,"Main Road, Garden/Park, Pool",New Property,Apartment,Mumbai,1,38,F,Sq-ft,Y,1 BHK Flat,0,NA,NA,NA,NA,NA
2943,Ready to Move,NA,3,N,Suraj Developers,0,32300000,3.23 Cr,Vitrified,1015,St Anthony Apartment,31822,752,Mahim West,East Facing Property,Sq-ft,Leasehold,Unfurnished,2,1 Covered,East,NA,Resale,Apartment,Mumbai,2,9,F,Sq-ft,Y,2 BHK Flat,0,Less than 5 years,NA,NA,NA,NA
2942,Ready to Move,NA,3,N,NA,NA,27000000,2.70 Cr,NA,750,NA,36000,NA,Mahim East,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Builder Floor Apartment,Mumbai,1,3,F,NA,Y,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2941,Ready to Move,NA,NA,N,NA,NA,2400000,24 Lac,NA,450,NA,5333,NA,Mahim East,NA,Sq-ft,NA,Unfurnished,3,NA,NA,NA,Resale,Residential House,Mumbai,3,NA,F,NA,Y,NA,0,NA,NA,NA,NA,NA
2940,Ready to Move,NA,3,N,NA,NA,27000000,2.70 Cr,NA,750,NA,36000,NA,Mahim East,NA,Sq-ft,NA,Semi-Furnished,1,NA,NA,NA,Resale,Builder Floor Apartment,Mumbai,1,3,F,NA,Y,1 BHK Flat,0,Above 20 years,NA,NA,NA,NA
2939,Ready to Move,NA,NA,N,NA,NA,2400000,24 Lac,NA,450,NA,5333,NA,Mahim East,NA,Sq-ft,NA,Unfurnished,3,NA,NA,NA,Resale,Residential House,Mumbai,3,NA,F,NA,Y,NA,0,NA,NA,NA,NA,NA
2938,Ready to Move,NA,3,N,NA,NA,7700000,77 Lac,NA,460,NA,16739,360,Mahim East,NA,Sq-ft,Freehold,Unfurnished,1,NA,North - East,Main Road,Resale,Apartment,Mumbai,1,4,F,Sq-ft,Y,1 BHK Flat,0,Above 20 years,1,NA,NA,NA
2937,Ready to Move,NA,5,N,NA,NA,11500000,1.15 Cr,NA,780,NA,14744,580,Mahim East,NA,Sq-ft,Co-operative Society,Unfurnished,2,NA,NA,Main Road,Resale,Apartment,Mumbai,1,6,F,Sq-ft,Y,1 BHK Flat,0,10 to 15 years,1,NA,NA,NA
2936,Under Construction,Dec '25,4,Y,NA,5,15300000,1.53 Cr,Vitrified,624,NA,24519,421,Mahim East,NA,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,NA,NA,New Property,Apartment,Mumbai,1,20,F,Sq-ft,Y,1 BHK Flat,0,NA,2,NA,NA,NA
2935,Under Construction,Jun '24,42,Y,NA,NA,67500000,6.75 Cr,NA,1150,NA,58696,1050,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,3,NA,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,3,63,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2934,Under Construction,Jun '25,23,N,Piramal Realty,20,54000000,5.40 Cr,Marble,1100,Piramal Mahalaxmi,49091,851,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,2,51,F,Sq-ft,Y,2 BHK Flat,0,NA,1,NA,NA,NA
2933,Under Construction,Dec '24,41,Y,NA,NA,110000000,11 Cr,NA,1950,NA,56410,1850,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,NA,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Mumbai,4,63,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2932,Under Construction,Dec '24,25,N,Piramal Realty,20,104900000,10.49 Cr,Marble,2100,Piramal Mahalaxmi,49952,1850,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,3 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,51,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2931,Under Construction,Jun '24,58,Y,NA,NA,42000000,4.20 Cr,NA,850,NA,49412,780,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,2,NA,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,2,63,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2930,Under Construction,Jun '26,36,N,Lodha,25,88500000,8.85 Cr,Marble,2200,Lodha Bellevue,40227,1960,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,3 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2929,Under Construction,Dec '25,30,Y,NA,NA,55600000,5.56 Cr,Vitrified,1300,NA,42769,1245,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,1 Open,East,"Pool, Garden/Park, Main Road",New Property,Apartment,Mumbai,3,45,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2928,Under Construction,Jun '26,20,N,Lodha,30,49600000,4.96 Cr,Marble,1750,Lodha Bellevue,28343,1111,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2927,Under Construction,Dec '26,45,Y,Lodha,8,72300000,7.23 Cr,Vitrified,NA,Lodha Bellevue,NA,1600,Mahalaxmi Race Course,"Near mahalaxmi race course, Mahalaxmi",NA,Freehold,Unfurnished,4,2 Covered,West,"Garden/Park, Main Road",New Property,Apartment,Mumbai,4,54,F,Sq-ft,Y,4 BHK Flat,0,NA,2,NA,NA,NA
2926,Under Construction,Jun '26,30,N,Lodha,25,72600000,7.26 Cr,Marble,2076,Lodha Bellevue,34971,1603,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,3 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,4,56,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2925,Ready to Move,NA,25,Y,NA,4,70000000,7 Cr,"Marble,Wooden",2000,NA,35000,1500,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,5,3 Covered,North - East,"Garden/Park, Pool",New Property,Apartment,Mumbai,4,45,F,NA,Y,4 BHK Flat,0,New Construction,2,NA,NA,NA
2924,Under Construction,Dec '25,21,N,Lodha,2,44900000,4.49 Cr,"Granite,Marble,Marbonite,Wooden",877,Lodha Bellevue,51197,877,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2923,Under Construction,Mar '25,35,Y,Piramal Realty,2,61000000,6.10 Cr,Marble,1680,Piramal Mahalaxmi,36309,1290,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Furnished,4,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,72,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2922,Under Construction,Mar '25,32,Y,Piramal Realty,6,68000000,6.80 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",2000,Piramal Mahalaxmi,34000,1450,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,"2 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,48,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2921,Under Construction,Jun '24,20,N,Piramal Realty,20,79000000,7.90 Cr,Marble,1800,Piramal Mahalaxmi,43889,1380,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,51,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2920,Under Construction,Nov '23,25,N,Piramal Realty,0,57000000,5.70 Cr,Vitrified,1150,Piramal Mahalaxmi,49565,750,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,2,1 Covered,North,Main Road,New Property,Apartment,Mumbai,2,75,F,Sq-ft,Y,2 BHK Flat,0,NA,NA,NA,NA,NA
2919,Under Construction,Dec '23,59,Y,NA,50,121000000,12.10 Cr,Vitrified,2019,NA,59930,2019,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,3 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2918,Under Construction,Dec '25,17,N,Lodha,2,44500000,4.45 Cr,"Granite,Marble,Marbonite,Wooden",877,Lodha Bellevue,50741,877,Mahalaxmi Race Course,"Near Jacob Circle, Next to RaheJa Vivaria Mahalaxmi",Sq-ft,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,2,NA,NA,NA
2917,Ready to Move,Oct '22,64,N,Lokhandwala Infrastructure,4,160000000,16 Cr,Marble,3200,Lokhandwala Minerva,50000,3200,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,5,3 Covered,East,"Garden/Park, Main Road",New Property,Apartment,Mumbai,4,90,F,Sq-ft,Y,4 BHK Flat,0,NA,4,NA,NA,NA
2916,Under Construction,Jun '24,38,Y,Piramal Realty,4,65000000,6.50 Cr,"Ceramic Tiles,Granite,Marble,Marbonite,Normal Tiles/Kotah Stone,Vitrified,Wooden",1680,Piramal Mahalaxmi,38690,1140,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Unfurnished,3,"2 Covered, 1 Open",East,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,48,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2915,Ready to Move,NA,23,N,NA,NA,65000000,6.50 Cr,Vitrified,2394,NA,27151,NA,Mahalaxmi Race Course,NA,Sq-ft,Co-operative Society,Unfurnished,4,NA,NA,"Garden/Park, Pool",Resale,Apartment,Mumbai,3,47,F,NA,Y,3 BHK Flat,0,10 to 15 years,3,NA,NA,NA
2914,Under Construction,Jun '25,30,N,Piramal Realty,20,69100000,6.91 Cr,Marble,1300,Piramal Mahalaxmi,53154,1138,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,3,2 Covered,West,"Garden/Park, Pool, Main Road",New Property,Apartment,Mumbai,3,51,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2913,Under Construction,Nov '23,63,N,NA,2,99000000,9.90 Cr,"Vitrified,Wooden",3600,NA,27500,2136,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,5,4 Covered,West,"Garden/Park, Pool",Resale,Apartment,Mumbai,4,75,F,Sq-ft,Y,4 BHK Flat,0,NA,3,NA,NA,NA
2912,Under Construction,Jul '25,52,N,Lodha,23,39900000,3.99 Cr,Marble,877,Lodha Bellevue,45496,876,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,2,1 Covered,East,Garden/Park,New Property,Apartment,Mumbai,3,56,F,Sq-ft,Y,3 BHK Flat,0,NA,1,NA,NA,NA
2911,Under Construction,Mar '23,42,N,Piramal Realty,NA,118600000,11.86 Cr,Vitrified,2350,Piramal Mahalaxmi,50468,1850,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Unfurnished,4,2 Covered,North,Main Road,New Property,Apartment,Mumbai,4,88,F,Sq-ft,Y,4 BHK Flat,0,NA,NA,NA,NA,NA
2910,Under Construction,Dec '23,55,Y,NA,50,123500000,12.35 Cr,Vitrified,2058,NA,60009,2058,Mahalaxmi Race Course,NA,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
2909,Under Construction,Dec '23,50,N,NA,12,131800000,13.18 Cr,Vitrified,2058,NA,64042,2058,Mahalaxmi Race Course,East Facing Property,Sq-ft,Freehold,Semi-Furnished,4,2 Covered,East,Garden/Park,New Property,Apartment,Mumbai,4,91,F,Sq-ft,Y,4 BHK Flat,0,NA,1,NA,NA,NA
